cod_modelo_color,des_agrup_color_eng,des_sex,des_age,des_product_category,des_product_type
57094406-99,GREY,Female,Adult,Tops,Cardigan Vest
57023814-99,GREY,Female,Adult,Tops,Sweater
57053808-69,BLUE,Female,Adult,Bottoms,Leggings
57066307-77,RED,Female,Adult,Bottoms,Trousers
57094031-56,BLUE,Female,Adult,Tops,Top
57067728-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57035803-94,GREY,Female,Adult,Tops,Cardigan
57085809-99,GREY,Female,Adult,Tops,Bodysuit
57067746-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57099082-37,BROWN,Female,Adult,Tops,Shirt
57028276-08,WHITE,Female,Adult,Tops,T-Shirt
57057755-65,PURPLE,Female,Adult,Bottoms,Trousers
41053748-08,WHITE,Female,Adult,Bottoms,Trousers
53000642-01,WHITE,Female,Adult,Bottoms,Jeans
53060664-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53015711-35,BROWN,Female,Adult,Outerwear,Coat
53070671-TN,GREY,Female,Adult,Bottoms,Jeans
53073708-05,WHITE,Female,Adult,Outerwear,Puffer_coat
51080804-08,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53030836-99,GREY,Female,Adult,Tops,T-Shirt
53060569-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53013767-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
53083764-02,WHITE,Female,Adult,Tops,Shirt
53023773-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
53015756-92,GREY,Female,Adult,Tops,Sweater
53061101-62,PURPLE,Female,Adult,Bottoms,Skirt
53040524-09,WHITE,Female,Adult,Bottoms,Trousers
57035903-37,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
57005926-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57017879-CG,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Belt
57079203-99,GREY,Female,Adult,Bottoms,Trousers
57007705-92,GREY,Female,Adult,Tops,Sweater
57006313-99,GREY,Female,Adult,Tops,Blouse
67011503-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
47014005-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Bikini pantie
47036305-BL,BLUE,Female,Adult,Outerwear,Jacket
47065143-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Mini Bag
47095848-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47015859-06,WHITE,Female,Adult,Tops,T-Shirt
47084035-TM,BLUE,Female,Adult,Bottoms,Jeans
57052506-91,GREY,Female,Adult,Tops,T-Shirt
57040170-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Wallet
57000276-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47098638-TO,BLUE,Female,Adult,Bottoms,Skirt
57020196-03,WHITE,Unisex,Adult,Home,Tumblers
57062887-DI,BLUE,Female,Adult,Bottoms,Jeans
57082886-99,GREY,Female,Adult,Bottoms,Skirt
57043798-99,GREY,Female,Adult,Outerwear,Jacket
57054763-35,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57083801-30,BROWN,Female,Adult,Bottoms,Skirt
57050485-08,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57063802-05,WHITE,Female,Adult,Tops,Cardigan
57064407-37,BROWN,Female,Adult,Bottoms,Trousers
57051174-85,PINK,Female,Adult,Bottoms,Trousers
57086307-56,BLUE,Female,Adult,Tops,Poloshirt
57026717-94,GREY,Female,Adult,Bottoms,Trousers
57005805-91,GREY,Female,Adult,Tops,Sweater
57006014-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57005810-09,WHITE,Female,Adult,Tops,Sweater
57074429-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57005815-81,PINK,Female,Adult,Tops,Sweater
57087737-09,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57038273-01,WHITE,Female,Adult,Tops,Sweater
57053823-88,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57075809-30,BROWN,Female,Adult,Tops,Shirt
57025811-43,GREEN,Female,Adult,Tops,T-Shirt
57089101-95,GREY,Female,Adult,Tops,Cardigan
57076316-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
43005031-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51020639-02,WHITE,Female,Adult,Tops,Top
53040613-05,WHITE,Female,Adult,Tops,Cardigan
51030644-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53020675-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Glasses
51033730-56,BLUE,Female,Adult,Outerwear,Blazer
51093738-79,RED,Female,Adult,Tops,T-Shirt
53033037-02,WHITE,Female,Adult,Tops,Blouse
53045716-09,WHITE,Female,Adult,Tops,Sweater
53025717-91,GREY,Female,Adult,Tops,Sweater
53013047-01,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53043752-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Beanie
53015736-02,WHITE,Female,Adult,Tops,Blouse
53073766-99,GREY,Female,Adult,Bottoms,Trousers
53067676-30,BROWN,Female,Adult,Outerwear,Jacket
53005738-09,WHITE,Female,Adult,Bottoms,Trousers
53085777-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57057882-08,WHITE,Female,Adult,Outerwear,Trenchcoat
57035910-07,WHITE,Female,Adult,Tops,T-Shirt
47076306-TN,GREY,Female,Adult,Bottoms,Skirt
47036315-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57020045-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57012512-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57040302-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57040288-01,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57021035-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47078644-01,WHITE,Female,Adult,Bottoms,Trousers
57050457-21,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57084406-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57081168-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57092895-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57007730-91,GREY,Female,Adult,Tops,Sweater
57085148-99,GREY,Female,Adult,Bottoms,Trousers
57065803-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama
57004059-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57004791-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57067740-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Hat
57057120-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57087749-TM,BLUE,Female,Adult,Bottoms,Skirt
57097759-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bras
53057005-34,BROWN,Female,Adult,Outerwear,Puffer_coat
53030597-52,BLUE,Female,Adult,Bottoms,Trousers
53070768-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53050810-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53063712-91,GREY,Female,Adult,Bottoms,Trousers
53043040-02,WHITE,Female,Adult,Tops,Blouse
51015015-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53040970-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51073786-99,GREY,Female,Adult,Tops,Sweatshirt
53085772-76,RED,Female,Adult,Tops,Top
57047689-02,WHITE,Female,Adult,Tops,Blouse
57069209-99,GREY,Female,Adult,Tops,Bodysuit
57018258-02,WHITE,Female,Adult,Tops,Shirt
67040535-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57029217-PL,GREY,Female,Adult,Tops,Sweater
47013269-TO,BLUE,Female,Adult,Bottoms,Jeans
47005921-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57020033-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57000030-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Umbrella
57050554-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Belt
57040161-TC,BLUE,Female,Adult,Bottoms,Skirt
57000206-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
47027884-09,WHITE,Female,Adult,Bottoms,Trousers
57040274-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57010252-99,GREY,Female,Adult,Tops,Top
57040295-TM,BLUE,Female,Adult,Bottoms,Jeans
47056714-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57042882-01,WHITE,Female,Adult,Outerwear,Vest
57040378-15,YELLOW,Female,Adult,Bottoms,Trousers
57074008-43,GREEN,Female,Adult,Bottoms,Trousers
57030494-52,BLUE,Female,Adult,Bottoms,Trousers
57083804-94,GREY,Female,Adult,Tops,Top
57074776-30,BROWN,Unisex,Adult,Home,Basket
57085797-85,PINK,Female,Adult,Outerwear,Jacket
57025148-TO,BLUE,Female,Adult,Bottoms,Jeans
57074425-08,WHITE,Unisex,Adult,Home,Carpet Yarn
57081177-81,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57007721-43,GREEN,Female,Adult,Bottoms,Trousers
57023276-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57084426-12,YELLOW,Female,Adult,Tops,Sweater
57096009-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Ring
57047720-40,GREEN,Female,Adult,Tops,Top
57077722-77,RED,Female,Adult,Bottoms,Jeans
57067727-37,BROWN,Female,Adult,Bottoms,Trousers
57067120-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57066026-99,GREY,Female,Adult,Bottoms,Trousers
53020585-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
41037796-26,ORANGE,Female,Adult,Outerwear,Overshirt
53090622-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060652-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
43059077-05,WHITE,Female,Adult,Tops,Top
53060757-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
43057045-05,WHITE,Female,Adult,Tops,Sweater
53060879-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53090975-99,GREY,Female,Adult,Bottoms,Trousers
53053740-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53045016-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Gloves
51013728-08,WHITE,Female,Adult,Bottoms,Trousers
53071044-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
53085735-99,GREY,Female,Adult,Bottoms,Skirt
53093771-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
53005028-79,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51055028-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53033770-37,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53085773-02,WHITE,Female,Adult,Tops,Shirt
53025781-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53025735-30,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57095931-70,RED,Female,Adult,Tops,Blouse
67060562-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57907905-02,WHITE,Female,Adult,Tops,T-Shirt
57010004-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Hat
47057826-40,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Bikini pantie
47025869-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57010632-52,BLUE,Female,Adult,Bottoms,Shorts
57050153-52,BLUE,Female,Adult,Outerwear,Blazer
57010720-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050312-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050248-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Hat
57083796-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57082889-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57050470-88,PINK,Female,Adult,Bottoms,Skirt
57056713-PL,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57071174-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57052896-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57014779-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57024778-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57085964-99,GREY,Female,Adult,Bottoms,Trousers
57033819-02,WHITE,Female,Adult,Bottoms,Skirt
57055810-99,GREY,Female,Adult,Tops,T-Shirt
57009099-PL,GREY,Female,Adult,Bottoms,Skirt
57008282-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt bag
57043276-46,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57099219-99,GREY,Female,Adult,Bottoms,Skirt
51090485-01,WHITE,Female,Adult,Bottoms,Trousers
43015035-15,YELLOW,Female,Adult,Tops,Top
51020622-02,WHITE,Female,Adult,Tops,Top
53040548-12,YELLOW,Female,Adult,Tops,Top
51090637-02,WHITE,Female,Adult,Tops,Top
51013728-99,GREY,Female,Adult,Bottoms,Trousers
53040628-99,GREY,Female,Adult,Tops,Top
51080862-99,GREY,Female,Adult,Bottoms,Trousers
53073715-99,GREY,Female,Adult,Tops,Top
51053735-08,WHITE,Female,Adult,Outerwear,Trenchcoat
53013749-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53033045-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53073782-TO,BLUE,Female,Adult,Bottoms,Skirt
53013788-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
53035752-82,PINK,Female,Adult,Tops,Cardigan
53073791-99,GREY,Female,Adult,Tops,Top
53017025-05,WHITE,Female,Adult,Tops,Sweater
57005653-92,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57029202-99,GREY,Female,Adult,Tops,Blouse
57006304-37,BROWN,Female,Adult,Tops,Shirt
57009069-TO,BLUE,Female,Adult,Bottoms,Shorts
57009215-05,WHITE,Female,Adult,Tops,Sweater
57007896-09,WHITE,Female,Adult,Tops,T-Shirt
47037826-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57030028-59,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Umbrella
57023725-69,BLUE,Female,Adult,Outerwear,Trenchcoat
57050305-28,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57050344-TC,BLUE,Female,Adult,Outerwear,Jacket
57023796-65,PURPLE,Female,Adult,Outerwear,Blazer
57001100-01,WHITE,Female,Adult,Bottoms,Jeans
57033807-99,GREY,Female,Adult,Bottoms,Skirt
57064765-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Cap
57005969-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57094024-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57073809-99,GREY,Female,Adult,Tops,Blouse
57025966-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57065971-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57014779-14,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57025974-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57094032-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57095801-35,BROWN,Female,Adult,Bottoms,Shorts
57061181-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama T-Shirt
57055147-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57013814-01,WHITE,Female,Adult,Tops,Blouse
57054433-65,PURPLE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57078274-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
43057751-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
53080520-99,GREY,Female,Adult,Bottoms,Trousers
53020589-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53070721-05,WHITE,Female,Adult,Tops,Top
51093025-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53060583-52,BLUE,Female,Adult,Tops,Sweater
51050835-74,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53040940-11,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51000949-02,WHITE,Female,Adult,Tops,Blouse
53053772-02,WHITE,Female,Adult,Tops,Sweater
53025746-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53075739-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53015770-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53097677-30,BROWN,Female,Adult,Bottoms,Skirt
57037689-38,BROWN,Female,Adult,Bottoms,Jeans
57015942-99,GREY,Female,Adult,Bottoms,Jeans
57078629-99,GREY,Female,Adult,Tops,Blouse
57007703-05,WHITE,Female,Adult,Tops,Sweater
57065913-07,WHITE,Female,Adult,Tops,Sweater
67060520-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57069077-99,GREY,Female,Adult,Bottoms,Trousers
47004031-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47067108-88,PINK,Female,Adult,Outerwear,Blazer
47076314-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57050556-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
57062503-10,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
47058631-05,WHITE,Female,Adult,Bottoms,Trousers
57094385-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57050181-68,PURPLE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57000259-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
57040296-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57040385-46,BLUE,Female,Adult,Bottoms,Trousers
57063262-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57032894-TM,BLUE,Female,Adult,Bottoms,Jeans
57063799-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57005970-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57053816-56,BLUE,Female,Adult,Bottoms,Skirt
57016019-92,GREY,Female,Adult,Bottoms,Shorts
57096023-07,WHITE,Female,Adult,Tops,Sweater
57008280-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57029123-73,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53090543-50,BLUE,Male,Adult,Tops,Shirt
53030603-02,WHITE,Female,Adult,Tops,Top
53030650-56,BLUE,Female,Adult,Tops,T-Shirt
51033705-69,BLUE,Female,Adult,Bottoms,Trousers
53063709-56,BLUE,Female,Adult,Bottoms,Skirt
53090800-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53003722-06,WHITE,Female,Adult,Tops,Sweater
53045716-94,GREY,Female,Adult,Tops,Sweater
51085724-99,GREY,Female,Adult,Tops,T-Shirt
51013050-85,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53043786-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53065737-05,WHITE,Female,Adult,Tops,Sweater
53025771-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53025768-02,WHITE,Female,Adult,Tops,T-Shirt
57025903-68,PURPLE,Female,Adult,Accesories_Swim_and_Intimate,Purse
57035910-99,GREY,Female,Adult,Tops,T-Shirt
57047879-78,RED,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57087650-49,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57015938-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57064754-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57055930-02,WHITE,Female,Adult,Tops,Blouse
57067888-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57047697-70,RED,Female,Adult,Tops,Blouse
47013256-TC,BLUE,Female,Adult,Bottoms,Jeans
47084002-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bikini_Top
47075913-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
47054020-99,GREY,Female,Adult,Outerwear,Vest
47074035-08,WHITE,Female,Adult,Bottoms,Skirt
47054426-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57001030-01,WHITE,Female,Adult,Bottoms,Skirt
57012879-TN,GREY,Female,Adult,Bottoms,Skirt
57040313-TO,BLUE,Female,Adult,Bottoms,Jeans
57023797-56,BLUE,Female,Adult,Tops,Sweater
57054397-50,BLUE,Female,Adult,Bottoms,Trousers
57012897-46,BLUE,Female,Adult,Tops,Blouse
57034407-65,PURPLE,Female,Adult,Tops,Sweater
57054019-01,WHITE,Female,Adult,Outerwear,Blazer
57074417-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57085792-43,GREEN,Female,Adult,Outerwear,Jacket
57013804-56,BLUE,Female,Adult,Bottoms,Trousers
57027742-61,PURPLE,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57047750-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57004061-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
67040394-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57058279-99,GREY,Female,Adult,Outerwear,Vest
53073028-99,GREY,Female,Adult,Tops,Top
53060824-46,BLUE,Female,Adult,Tops,Cardigan
53013061-30,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53015744-14,YELLOW,Female,Adult,Tops,Sweater
53065766-07,WHITE,Female,Adult,Bottoms,Skirt
53033794-99,GREY,Female,Adult,Tops,Blouse
57095904-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
57005553-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Boots
53173045-85,PINK,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57055926-81,PINK,Female,Adult,Tops,Blouse
53025026-TM,BLUE,Female,Adult,Bottoms,Jeans
57054754-99,GREY,Female,Adult,Tops,Top
57065939-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57018631-99,GREY,Female,Adult,Tops,Sweater
57075931-09,WHITE,Female,Adult,Tops,Cardigan
57075941-09,WHITE,Female,Adult,Tops,Sweater
57004387-43,GREEN,Female,Adult,Tops,T-Shirt
57039207-99,GREY,Female,Adult,Tops,Blouse
57027894-52,BLUE,Female,Adult,Bottoms,Trousers
57094755-08,WHITE,Female,Adult,Outerwear,Trenchcoat
47095948-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
47078639-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57072503-50,BLUE,Female,Adult,Tops,T-Shirt
57050164-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Case
57002514-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57000258-52,BLUE,Female,Adult,Tops,Top
47048645-43,GREEN,Female,Adult,Tops,Top
57064008-43,GREEN,Female,Adult,Tops,Sweatshirt
57092888-99,GREY,Female,Adult,Tops,Top
57095791-02,WHITE,Female,Adult,Bottoms,Trousers
57095807-05,WHITE,Female,Adult,Tops,Cardigan
57095807-99,GREY,Female,Adult,Tops,Cardigan
57055809-78,RED,Female,Adult,Tops,Blouse
57007747-02,WHITE,Female,Adult,Tops,Sweater
57056027-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57019112-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060568-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51055008-99,GREY,Female,Adult,Outerwear,Jacket
53060616-57,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
53045707-08,WHITE,Female,Adult,Outerwear,Puffer_coat
53000642-TC,BLUE,Female,Adult,Bottoms,Jeans
53030690-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53080749-TN,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Overall
53063713-99,GREY,Female,Adult,Tops,Blouse
53090586-87,PINK,Female,Adult,Tops,Shirt
53060913-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53083733-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003729-70,RED,Female,Adult,Tops,Sweater
53080930-94,GREY,Female,Adult,Bottoms,Trousers
53000642-TG,GREY,Female,Adult,Bottoms,Jeans
51093753-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53033786-99,GREY,Female,Adult,Bottoms,Trousers
53135800-07,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57025130-76,RED,Female,Adult,Bottoms,Skirt
57074002-88,PINK,Female,Adult,Bottoms,Skirt
57017893-05,WHITE,Female,Adult,Tops,Sweater
47015845-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Bikini_Top
47005854-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47015877-50,BLUE,Female,Adult,Tops,Sweater
57082509-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
47069202-65,PURPLE,Female,Adult,Bottoms,Skirt
57030257-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Wallet
57094388-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57000358-12,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57013799-DO,BLUE,Female,Adult,Bottoms,Jeans
57002894-46,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57023804-81,PINK,Female,Adult,Tops,Sweater
57022897-05,WHITE,Female,Adult,Bottoms,Jeans
57096711-99,GREY,Female,Adult,Tops,Sweatshirt
57054410-05,WHITE,Female,Adult,Tops,Blouse
57013819-52,BLUE,Female,Adult,Tops,Blouse
57015794-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57064034-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57035984-95,GREY,Female,Adult,Tops,Shirt
57017721-99,GREY,Female,Adult,Tops,Top
57083817-99,GREY,Female,Adult,Outerwear,Jacket
57066015-92,GREY,Female,Adult,Bottoms,Skirt
57077726-94,GREY,Female,Adult,Tops,T-Shirt
57068266-94,GREY,Female,Adult,Outerwear,Jacket
57097737-05,WHITE,Female,Adult,Tops,Cardigan
57099088-PL,GREY,Female,Adult,Tops,Top
57057748-17,YELLOW,Female,Adult,Tops,Cardigan
57055150-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57078276-59,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
43060860-03,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bracelet
43045778-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Bikini pantie
